"titulo";"url_noticia";"tag";"texto";"url_imagen";"periodista";"tiempo";"fecha_captura"
"   Escáner a los 180 días de Ángel Valencia como fiscal nacional";"/la-tercera-sabado/noticia/escaner-a-los-180-dias-de-angel-valencia-como-fiscal-nacional/32LGKM57JBE4TN5RYEJWOY35VU/";"LT Sábado ";"Aunque enfrentó un complejo aterrizaje en el edificio de calle Catedral 1437, el máximo persecutor asegura que las aguas se han calmado y que ha podido avanzar a paso firme en las modificaciones que, a su juicio, el Ministerio Público requiere.";"https://www.latercera.com/resizer/UiSiHzbCcYn-bVjGHniwmdaclUs=/375x250/smart/filters:focal(1583x712:1593x702)/cloudfront-us-east-1.images.arcpublishing.com/copesa/I4PKJHQCBFAR3PT2LBF7SU3UWA.jpg";"Catalina Batarce";" Hace 23 horas ";"2023-07-09"
"   Aravena, Osorio y Barticciotto en lo más alto: la juventud se toma los precios más elevados del fútbol chileno";"/el-deportivo/noticia/aravena-osorio-y-barticciotto-en-lo-mas-alto-la-juventud-se-toma-los-precios-mas-elevados-del-futbol-chileno/BLKYNWRU5NFAPCM7NQRG7S2UIU/";"LT Sábado ";"El Observatorio de Fútbol CIES desarrolló un listado de los jugadores de 1.229 clubes de 74 ligas distintas. En el balompié criollo, el más cotizado es el atacante de Universidad Católica. Es seguido de cerca por el formado en la U.";"https://www.latercera.com/resizer/mVzW8dPTaqSHehGucrr1mYOdOtA=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/PFZ2DJ3OOBCJPF3PMPABSTWJNE.jpg";"Lucas Mujica";" Hace 23 horas ";"2023-07-09"
"   Reseña de libros: de Julian Barnes a Elisa Zulueta";"/culto/2023/07/07/resena-de-libros-de-julian-barnes-a-elisa-zulueta/";"LT Sábado ";"La más reciente novela del narrador británico, Elizabeth Finch; el ensayo autobiográfico de la investigadora Ángeles Donoso Macaya, Lanallwe, y un encantador cuento ilustrado de la actriz y dramaturga de Gladys, en las lecturas de la semana.";"https://www.latercera.com/resizer/prsUTpxUe9fB4qKK-yZv-cjnamw=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/4OYYJ6CTWBACBCV5Y7NIQ6GD4Q.jpeg";"Andrés Gómez";" Hace 23 horas ";"2023-07-09"
"   Paredes no olvida su último periodo como capitán en Colo Colo: “Me vino una angustia enorme, me empezaron a dar crisis de pánico”";"/el-deportivo/noticia/paredes-no-olvida-su-ultimo-periodo-como-capitan-en-colo-colo-me-vino-una-angustia-enorme-me-empezaron-a-dar-crisis-de-panico/XJFVCNVSLFGZJEU33UFZBK4QMA/";"Fútbol ";"El delantero reveló en una entrevista los duros momentos que vivió en sus últimos meses en el Cacique: ""Tuve una lesión, me infiltraron, y ahí me dio una taquicardia"", comentó.";"https://www.latercera.com/resizer/J59JCE6aN3gekKmqg7OO7vhpJmw=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/C5U2PEY6T5ENFCTOMEMEIWKRSE.jpg";"Daniel Bustos";" Hace 23 horas ";"2023-07-09"
"  Columna de Rodrigo Guendelman: Santiago no es Montevideo";"/la-tercera-sabado/noticia/columna-de-rodrigo-guendelman-santiago-no-es-montevideo/PFPVOHPKN5AGNIE6EMS3XQED4M/";"Santiago Adicto ";NA;"https://www.latercera.com/resizer/4IsR4oj96pbl0gSBu4m3qNfW0Us=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/Z24JSMLZ2RGCJDIJB7WW6KHBCA.JPG";"Rodrigo Guendelman";" Hace 23 horas ";"2023-07-09"
"  Crítica gastronómica de Don Tinto: Japón, más allá del sushi";"/la-tercera-sabado/noticia/critica-gastronomica-de-don-tinto-japon-mas-alla-del-sushi/FIPSK3G2QZBF3D4ZMNVHI2G7RY/";"Don Tinto ";NA;"https://www.latercera.com/resizer/AFO2CY8dhGENBhtdb7UbkRrplSQ=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/N5WTP5YF6ZARJGPCWAWJ4ZHXCM.jpg";"Álvaro Peralta Sáinz";" Hace 23 horas ";"2023-07-09"
"  Columna de Stephanie Alenda: Francia, la fractura";"/la-tercera-sabado/noticia/columna-de-stephanie-alenda-francia-la-fractura/JWKFNSN6BJGJ5DDQPMY2BBXFRI/";"Nahel ";NA;"https://www.latercera.com/resizer/I1AQR920uG4-TszF8C1tX85H778=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/DRS4PI4RYBECTJB2SMPRWW2XRI.JPG";"Stéphanie  Alenda";" Hace 23 horas ";"2023-07-09"
"  Columna de Martina Weil: Escribiendo mi camino a Santiago 2023";"/la-tercera-sabado/noticia/columna-de-martina-weil-escribiendo-mi-camino-a-santiago-2023/JEHS4A7VJRE7BPAHW74KNBACTU/";"Martina Weil ";NA;"https://www.latercera.com/resizer/1U1i8IqCtk-OqJS6ytN5VUF_B5c=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/YAO3226Z6BFGLFMFTUFLH7JPGM.jpg";"Martina Weil";" Hace 23 horas ";"2023-07-09"
"  Columna de Evelyn Hernández: Bafona, abusos, discriminación y mentiras";"/la-tercera-sabado/noticia/columna-de-evelyn-hernandez-bafona-abusos-discriminacion-y-mentiras/6TW6VMNTQRGAHFN3SJAFKQR3RU/";"Bafona ";NA;"https://www.latercera.com/resizer/EFTOHAHN3M8wZktN24ir_x46FSs=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/JDHH72CQHZBK5ERKOETELG67SQ.jpeg";"Evelyn Hernández Flores";" Hace 23 horas ";"2023-07-09"
"  Columna de Roberto Ampuero: Dos son los ¡nunca más!";"/la-tercera-sabado/noticia/columna-de-roberto-ampuero-dos-son-los-nunca-mas/GBRIXNDUQVD7BLHPEGDVENELKM/";"Patricio Fernández ";NA;"https://www.latercera.com/resizer/xA7M4rR9GNhVO2F97_qVgss2brY=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/F3JQTK54UBHKTBG6UJNAZZ74LE.jpg";"Roberto Ampuero";" Hace 23 horas ";"2023-07-09"
"  La ciudadanía tiene algo que decir";"/opinion/noticia/la-ciudadania-tiene-algo-que-decir/T3W2HPIAX5FSTPU524WRFEDWFI/";"Correos de los Lectores ";NA;"https://www.latercera.com/resizer/TqsccF5c8w37VzBUXplTE3qpwW4=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/6WSIIM2EUBEVJGPOCJJWZSVWVY.jpg";"La Tercera";" Hace 23 horas ";"2023-07-09"
"  500 días de guerra";"/opinion/noticia/500-dias-de-guerra/X3AJB6JZH5EDRKGGETGK3TXYO4/";"Correos de los Lectores ";NA;"https://www.latercera.com/resizer/iVjcEnVYCflTCoScxNxE9HVnowI=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/MRWT2WBO535T2K3ZB5OKTV6N5I.jpg";"La Tercera";" Hace 23 horas ";"2023-07-09"
"  “SOS” para la infancia más vulnerada";"/opinion/noticia/sos-para-la-infancia-mas-vulnerada/SWEHVZSSV5EY3JKI7D5CLHBYFI/";"Correos de los Lectores ";NA;"https://www.latercera.com/resizer/l3U-4YhcTm_jafMZ3RZXYa50bis=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/QNZL662VXBCH7EY2CTL7GATIRI.jpg";"La Tercera";" Hace 23 horas ";"2023-07-09"
"  Valparaíso de vuelta al mar";"/opinion/noticia/valparaiso-de-vuelta-al-mar/6PWVYXTCYJFU7LIFBYHJ257WXA/";"Correos de los Lectores ";NA;"https://www.latercera.com/resizer/jbw9rayfSOiFWxiJ8oMS2V-lzMU=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/3PSTNIWRNBGGDC6A7D27K2OALE.jpg";"La Tercera";" Hace 24 horas ";"2023-07-09"
"  Política nacional migratoria";"/opinion/noticia/politica-nacional-migratoria/GKVZBMO4MVE4ZCXWO7NLGEOISI/";"Correos de los Lectores ";NA;"https://www.latercera.com/resizer/ivY8QYHjffv6nBMIekySbY_ewqg=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/62DB3FKKB55NJDKMTX6JDJDSOE.jpg";"La Tercera";" Hace 24 horas ";"2023-07-09"
"   Un lesionado deja incendio que afectó a dos departamentos en edificio de Ñuñoa";"/nacional/noticia/un-lesionado-deja-incendio-que-afecto-a-dos-departamentos-en-edificio-de-nunoa/KCBJRWFM6RCXFLL5FTOH6R7JJQ/";"Nacional ";"Personal de Bomberos controló el siniestro que comenzó en el segundo piso del complejo habitacional, extendiéndose hasta el tercero. La persona afectada fue trasladada hasta un centro asistencial.";"https://www.latercera.com/resizer/2cUOAaxwoInWzIHWvebln1HOZbo=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/H4LCA3FXPBHKRHUBII6SVEB5FY.jpg";"Rodrigo Gómez S.";" Hace 24 horas ";"2023-07-09"
"  Comisión asesora contra la desinformación";"/opinion/noticia/comision-asesora-contra-la-desinformacion/KWFFITRRFZGM5HIITLKFXMK6YQ/";"Correos de los Lectores ";NA;"https://www.latercera.com/resizer/105Z-PiMD6K8udCXe3taTZg7G4M=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/LCDOK73N7JGH5JLKQ4M4ILTV6U.jpg";"La Tercera";" Hace 24 horas ";"2023-07-09"
"  Incompatibilidad en la Macrozona Sur";"/opinion/noticia/incompatibilidad-en-la-macrozona-sur/IFYIU3W2YJFCRL4LTKJVWC2NGY/";"Correos de los Lectores ";NA;"https://www.latercera.com/resizer/RfewSD_6oMiEdXOGXOIpVA_L_CM=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/YTXLX4455RFJNKD7DGFCJ5IFAY.webp";"La Tercera";" Hace 24 horas ";"2023-07-09"
"  Escándalo de las fundaciones: Es la hora de las instituciones";"/opinion/noticia/escandalo-de-las-fundaciones-es-la-hora-de-las-instituciones/W3YAN5V53NHLHMM45M6U7KRGPM/";"Editorial ";"Frente a una crisis de esta magnitud, es clave el rol que están llamadas a jugar las instituciones del Estado, cuya respuesta debe ser rápida y eficiente. Sorprende en ese sentido la impericia que ha mostrado La Moneda, amplificando sus efectos.";"https://www.latercera.com/resizer/mYtvVnWydpFJTCMSF0FxYJ3oHKg=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/ZHVY4JWPXZHFFLS2GGHXVXRSTM.jpg";"La Tercera";" Hace 24 horas ";"2023-07-09"
"   Justicia condena a ex ejecutivos de Innovaciones Forestales por estafa, apropiación indebida y falsificación de instrumento privado";"/pulso/noticia/justicia-condena-a-ex-ejecutivos-de-innovaciones-forestales-por-estafa-apropiacion-indebida-y-falsificacion-de-instrumento-privado/A5XBNVZQAFCGBCTPHHR3BA5WPU/";"Justicia ";"El Juzgado de Garantía de San Pedro de La Paz dictaminó penas de entre cuatro y cinco años de prisión, con libertad vigilada, para los tres acusados por el fraude a Innovaciones Forestales y al fondo de inversión Equitas. La querella fue presentada por el directorio de Equitas Capital II, principal accionista de Innovaciones Forestales.";"https://www.latercera.com/resizer/ZURrcn1ARFPQYDaWk4y5I4EWHnM=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/GB5MNRERW5DFLOB6JQ24ZOSIO4.jpg";"Pulso de La Tercera";" Hace 24 horas ";"2023-07-09"
"   Avanzan discusiones por pacto fiscal y Marcel se reúne con representantes de Evópoli";"/pulso/noticia/avanzan-discusiones-por-pacto-fiscal-y-marcel-se-reune-con-representantes-de-evopoli/GC3YVGTB7VECTPUILLO6ZIZ3MY/";"Pacto fiscal ";"A la cita asistieron Gloria Hutt, Felipe Kast, Luciano Cruz-Coke, Francisco Undurraga e Ignacio Briones y presentaron el documento ""Ejes para la modernización del Estado, crecimiento económico y tributos"".";"https://www.latercera.com/resizer/t_pbALneZRFrzeVQJHYvY9BNkBY=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/3PO4VOUNDRDJFME3CC7JOJJTCU.jpeg";"Pulso de La Tercera";" 7 jul 2023 08:11 PM";"2023-07-09"
"   Palestino inicia la segunda rueda superando a Audax Italiano";"/el-deportivo/noticia/audax-italiano-vs-palestino-viernes-1800-horas/3FOXBVOAXJHDXNNUXUS3KAATVU/";"Minuto a minuto ";"En el Bicentenario de La Florida, el elenco árabe le ganó claramente a los itálicos por 3-0, en una nueva versión del clásico de colonias.";"https://www.latercera.com/resizer/vgPzvtoCJRadljPvpOAls_uguXY=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/4TKTEIVE5BCTTMOSVTSXRJ3O7E.jpg";"El Deportivo";" 7 jul 2023 08:07 PM";"2023-07-09"
"   Presidente turco Recep Tayyip Erdogan asegura que Ucrania “merece ser miembro de la OTAN”";"/mundo/noticia/presidente-turco-recep-tayyip-erdogan-asegura-que-ucrania-merece-ser-miembro-de-la-otan/TCD2U7XWVFFKBO4U4JC6ZIGW2Q/";"Mundo ";"“Desde la anexión de Crimea, contraria al derecho internacional, hasta el día de hoy, declaramos en todas las plataformas nuestro apoyo a la integridad territorial, la soberanía y la independencia de Ucrania"", explicó Erdogan en una rueda de prensa, tras una reunión mantenida en Estambul con el mandatario ucraniano, Volodimir Zelensky.";"https://www.latercera.com/resizer/WAork83Grd2W9j7b6JiBsbzw0HI=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/RXVECQN4YD452ZKZWEWOCSVB2A.jpg";"Europa Press";" 7 jul 2023 08:00 PM";"2023-07-09"
"   La cartelera deportiva del fin de semana";"/el-deportivo/noticia/la-cartelera-deportiva-del-fin-de-semana/JV2VUL36KZEMTDXKTMFSVLGGKE/";"Fútbol ";"Este sábado destacan los choques por el Torneo Nacional de Huachipato contra U. de Chile y de Universidad Católica versus Everton. El domingo, el duelo entre Santiago Morning y San Luis por la Primera B.";"https://www.latercera.com/resizer/RMl8wW7CF_lR3NkE47x0WccAgQ4=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/36ULYXOSRJEXFH6QJFE55GLJYY.jpg";"Pablo Retamal V.";" 7 jul 2023 08:00 PM";"2023-07-09"
"   Asaltantes hieren de gravedad a administrador de local de comida china en PAC ";"/politica/noticia/asaltantes-hieren-de-gravedad-a-administrador-de-local-de-comida-china-en-pac/R5TKD73JUVFX5FYOGTNNDKMCCI/";"Nacional ";"Tres sujetos armados irrumpieron esta tarde en el local de Av. Clorario Blest, desde donde sustrajeron especies y dinero en efectivo. Al momento de escapar, abrieron fuego, hiriendo a la víctima en una de sus piernas.";"https://www.latercera.com/resizer/iLLao7lmzF0dgWSXwZzBktDkTlk=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/PXOWNQHPVJHLJNVTTISJ7XTFMU.jpg";"Cristóbal Palacios";" 7 jul 2023 07:56 PM";"2023-07-09"
"   Los Bunkers, todos los caminos tras una historia gráfica";"/culto/2023/07/07/los-bunkers-todos-los-caminos-tras-una-historia-grafica/";"LT Sábado ";"Historia Gráfica 2001-2022, es el libro que documenta todo el trabajo gráfico que Carlos Cadenas desarrolló para el grupo penquista. En charla con Culto, el artista y parte de la banda desentrañan las claves del libro, además de desempolvar algunas historias tras portadas y el icónico logotipo del ""bunkerito"". ""La idea es mostrar los caminos, cómo se llega a una portada"", dicen.";"https://www.latercera.com/resizer/d9nmwq64-nnJi6SsApZatbvJmms=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/5XNBUNVUOBGURMIHPRFI547MNI.jpeg";"Felipe Retamal";" 7 jul 2023 07:41 PM";"2023-07-09"
"  Columna de Marisol García: Más acá y allá de Drexler ";"/culto/2023/07/07/columna-de-marisol-garcia-mas-aca-y-alla-de-drexler/";"LT Sábado ";"A los cantautores uruguayos se les asocian conceptos diversos —algunos, curiosos— (reflexivos, comprometidos, poéticos, “templadistas”), pero lo que resulta indiscutible es su relevancia y carácter, incluso a escala hispanoamericana. Un país de actuales 3,4 millones de habitantes marcó la segunda mitad del siglo XX con al menos un par de voces hasta hoy libres de óxido, distinguibles en su impronta más allá del cauce musical al que alimentaron.";"https://www.latercera.com/resizer/FwFUeR7Vt3kkmtbLOsECoStjjxo=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/XOSTCXX6GFFFNEDGDWCYVHITO4.jpeg";"Marisol García";" 7 jul 2023 07:41 PM";"2023-07-09"
"  Columna de Rodrigo González: Blondi: Desde Buenos Aires, sin golpes bajos";"/culto/2023/07/07/columna-de-rodrigo-gonzalez-blondi-desde-buenos-aires-sin-golpes-bajos/";"LT Sábado ";"Los puntos de quiebre de esta comedia dramática (es difícil encasillar acá un género) son tenues y nadie busca sorprender con revelaciones de última hora. Básicamente destaca la historia de una relación materno-filial algo inusual en que el chico teme contarle a su madre sobre sus pretensiones de estudiar Dibujo en el extranjero, concretamente en Barcelona. No quiere herirla y opta por ir guardando esos secretos con su tía Martina y con su desbocada abuela Pepa (Rita Cortese), contando con todo el apoyo de ellas.";"https://www.latercera.com/resizer/qsexbysLShvpVeuMzE25eRuoDIk=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/LP5RK7AEVJAQDAZYFRJWOJDALA.webp";"Rodrigo González";" 7 jul 2023 07:40 PM";"2023-07-09"
"   Ministra Tohá se reúne con asociaciones de municipalidades por violento asalto a alcalde Alessandri de Zapallar";"/politica/noticia/ministra-toha-lidero-reunion-con-asociaciones-de-municipalidades-por-violento-asalto-a-alcalde-alessandri-de-zapallar/D66DJPWYWRDGTNSJRUPUO7LYRQ/";"Carolina Tohá ";"Los alcaldes que se reunieron con la secretaria de Estado habían manifestado su preocupación por lo sucedido al jefe comunal, quien se mantiene con licencia médica en su casa. Tras la cita, los jefes comunales indicaron que no serán ""amedrentados"" por el crimen organizado.";"https://www.latercera.com/resizer/ahbAX9ulBaSW3kG9QBCoA7baehI=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/OLPCIZCPKNFG7ANODFAYDJOA4E.jpeg";"Alonso Aranda y Rodrigo Gómez S.";" 7 jul 2023 07:40 PM";"2023-07-09"
"   Crítica de discos de Marcelo Contreras: PJ Harvey en versos, los tesoros de Charlie Watts y el mazazo de Godflesh";"/culto/2023/07/07/critica-de-discos-de-marcelo-contreras-pj-harvey-en-versos-los-tesoros-de-charlie-watts-y-el-mazazo-de-godflesh/";"Música ";"Esta semana revisamos lo nuevo de la cantautora, en que adapta una docena de poemas que recurren parcialmente a un dialecto practicado en las cercanías de su natal Dorset. Mientras, la antología del fallecido baterista de The Rolling Stones, expone su amor por el jazz en distintas épocas. Y en el metal más incisivo, Godflesh propone una dura terapia entre la batalla y la desesperación.";"https://www.latercera.com/resizer/9JCCjezi2Bzhr42WX9zAvRRdAw0=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/WBP774WY65FDPBY75F7QYULW2U.jpeg";"Marcelo Contreras";" 7 jul 2023 07:40 PM";"2023-07-09"
"   Karl Ove Knausgård, y su viraje cósmico a la ficción";"/culto/2023/07/07/karl-ove-knausgard-y-su-viraje-cosmico-a-la-ficcion/";"LT Sábado ";"La estrella de la mañana, se llama la nueva novela del destacado autor noruego en que deja de lado de escritura sobre su vida para abrazar completamente la ficción. Acá da vida a una historia coral, donde varias voces relatan un fenómeno paranormal. En Culto charlamos con sus traductoras al castellano y desmenuzamos el libro.";"https://www.latercera.com/resizer/t2PkbwdE9UY0cqoWc7K-A0xJ63k=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/AKB4TOOQKBHT5NBJRCQNUAQWPI.jpg";"Pablo Retamal N.";" 7 jul 2023 07:40 PM";"2023-07-09"
"   MG es la marca china preferida del público durante el primer semestre de este 2023";"/mtonline/noticia/mg-es-la-marca-china-preferida-del-publico-durante-el-primer-semestre-de-este-2023/2HCYYBEOMFHD7G4IMJ7XPPQ4SA/";"Noticias ";"La firma perteneciente al grupo SAIC se lleva el primer lugar en estos primeros seis meses con una participación de mercado del 3,7%";"https://www.latercera.com/resizer/0KLoFlR-qL5TsQOdjzBraZ40dpw=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/G4RTHZG2KVG2BMI2XGL3V66EBY.jpg";"Nicolás Gerlach";" 7 jul 2023 07:30 PM";"2023-07-09"
"  Columna de Alfredo Jocelyn-Holt: Futuro pasado";"/opinion/noticia/columna-de-alfredo-jocelyn-holt-futuro-pasado/BZGFKRGWPRE63ER22U4MYMTVN4/";"Voces ";NA;"https://www.latercera.com/resizer/ZOhqQLysSfd0qedEmkfBZkpZrwg=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/E2GJGH4OWZHX3LSMKWLGM6FFDA.jpeg";"Alfredo Jocelyn-Holt";" 7 jul 2023 07:00 PM";"2023-07-09"
"   Elon Musk demanda a bufete de abogados Wachtell por comisión millonaria de compra de Twitter";"/pulso/noticia/elon-musk-demanda-a-bufete-de-abogados-wachtell-por-comision-millonaria-de-compra-de-twitter/4IXE7NC3LZCBLPQCWJD42OPV6Y/";"Twitter ";"Musk acusó a Wachtell de explotar a Twitter al aceptar, en los últimos días antes de que se cerrara la compra el 27 de octubre de 2022, enormes honorarios repartidos por ejecutivos de la empresa de redes sociales que se marchaban y que estaban agradecidos de que el magnate se haya visto obligado a comprar.";"https://www.latercera.com/resizer/9mogupfWLTdyXC5-54DZ5St68dI=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/R2CZCOBJDBHKCCLEZNPF4MQZOI.jpg";"Agencia Reuters";" 7 jul 2023 07:00 PM";"2023-07-09"
"   Colombia: Imputan crímenes de guerra y lesa humanidad a diez mandos medios de antiguas FARC";"/mundo/noticia/colombia-imputan-crimenes-de-guerra-y-lesa-humanidad-a-diez-mandos-medios-de-antiguas-farc/WSF2CXUC3BBRRL46TPZWZKNEWM/";"Mundo ";"La decisión la dio a conocer la magistrada Julieta Lemaitre Ripoll, integrante del Tribunal de Paz, quien dio detalles de las conductas reconocidas por los exguerrilleros comparecientes. Según la jueza, el comando conjunto central de las FARC,  “adoptó la política de financiarse a través del secuestro” y la extorsión, principalmente.";"https://www.latercera.com/resizer/OqYa9OWuvu-Km7b22AEq0IK0zIs=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/GQ2SC5WLTFG5XPZUQHKT4HOAL4.jpg";"Associated Press";" 7 jul 2023 06:59 PM";"2023-07-09"
"  Columna de Luis Larraín: Un gobierno de administración  ";"/opinion/noticia/columna-de-luis-larrain-un-gobierno-de-administracion/ZJXHKLJXAVEIVEIIOAAIT4RUTE/";"Voces ";NA;"https://www.latercera.com/resizer/jGzZ66X1484nrzlUzxSj8cAmqfE=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/4P7JWH3YYVF7TIL7A6OWCIJ3JA.JPG";"La Tercera";" 7 jul 2023 06:57 PM";"2023-07-09"
"  Columna de María José Naudon: Por qué no somos Montevideo";"/opinion/noticia/columna-de-maria-jose-naudon-por-que-no-somos-montevideo/EZYSWGHT55DC5CUHIFYTLUZJHU/";"Voces ";NA;"https://www.latercera.com/resizer/4K4G7yFGLyMgw7hNkDxmXs8i2-w=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/ATGLGG7C4NESRBS3NIHU6STPVQ.jpg";"María José Naudon";" 7 jul 2023 06:55 PM";"2023-07-09"
"  Columna de Rodrigo Arellano: Nueva comisión para la probidad, ¿una oportunidad?";"/opinion/noticia/columna-de-rodrigo-arellano-nueva-comision-para-la-probidad-una-oportunidad/ST5LI5IXTBHQDAIJ4GAL26MT6Y/";"Voces ";NA;"https://www.latercera.com/resizer/mYtvVnWydpFJTCMSF0FxYJ3oHKg=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/ZHVY4JWPXZHFFLS2GGHXVXRSTM.jpg";"Rodrigo Arellano";" 7 jul 2023 06:53 PM";"2023-07-09"
"  Columna de Pablo González: Mala calidad de nuestra política";"/opinion/noticia/columna-de-pablo-gonzalez-mala-calidad-de-nuestra-politica/3IAK75ZSDBDL5D6IJVXGTD3HLA/";"Voces ";NA;"https://www.latercera.com/resizer/wYQawhg8NjCHR5qRDANRv4ZAVq8=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/ZDFZT2HKNFBM3L62DZ2EA3F6OU.jpg";"Pablo González";" 7 jul 2023 06:51 PM";"2023-07-09"
"   Los números que tienen a Nicolás Jarry entre los mejores tenistas de Wimbledon 2023";"/el-deportivo/noticia/los-numeros-que-tienen-al-chileno-jarry-entre-los-mejores-tenistas-de-wimbledon-2023/K4RCICUKJNGR7EDWVCYAM5MHMY/";"Tenis ";"La primera raqueta nacional es séptimo en ases entre todos los tenistas del torneo, con 44. Además, es el duodécimo jugador en puntos ganados con el primer servicio (82%) y ocupa el mismo puesto en los vencidos devolviendo el segundo servicio.";"https://www.latercera.com/resizer/7rQFNLWIGNpmWfosOJB9qf9Pj2o=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/MFLRYTCTFSPJ3KFZRVE3O7TI3E.jpg";"Rodrigo Fuentealba";" 7 jul 2023 06:44 PM";"2023-07-09"
"   Biden asegura “orgulloso” que EE.UU. completa destrucción de todo su arsenal de armas químicas";"/mundo/noticia/biden-asegura-orgulloso-que-eeuu-completa-destruccion-de-todo-su-arsenal-de-armas-quimicas/N5ESYZCYKRGN7LEHS5YGH5STZE/";"Mundo ";"“Durante más de 30 años, Estados Unidos ha trabajado de forma incansable para eliminar nuestro arsenal de armas químicas”, dijo el presidente estadounidense, en el comunicado en el que ha confirmado la eliminación de la “munición final” que aún quedaba.";"https://www.latercera.com/resizer/s7HlfiG7WjM3Cf8lN-3b9DP97Lc=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/VJWHQFNXKPNVINVZXVE7CRDLLA.jpg";"Europa Press";" 7 jul 2023 06:31 PM";"2023-07-09"
"   Ojo con Threads: así maneja la privacidad de los datos de sus usuarios";"/piensa-digital/noticia/ojo-con-threads-asi-maneja-la-privacidad-de-los-datos-de-sus-usuarios/YUBA6KUHYJGBRAZGAZH2WBHMRY/";"Piensa Digital ";"Aunque sea en apariencia simple, la nueva red social de Mark Zuckerberg -quien ha sido acusado de plagio por Elon Musk- hace seguimiento a más y diversa información de los usuarios. Además, quienes se hayan registrado a través de su cuenta de Instagram, no podrán cerrarla en un futuro sin antes dar de baja el otro servicio.";"https://www.latercera.com/resizer/f_-mtOErXvCfz30jPZ7xbMIuCBI=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/ELD37H6QWRDXKZWXU2P5TYOBMM.jpg";"Martín Cifuentes Fuentes";" 7 jul 2023 06:30 PM";"2023-07-09"
"   Gobierno de Países Bajos colapsa por desacuerdo sobre propuesta migratoria ";"/mundo/noticia/gobierno-de-paises-bajos-colapsa-por-desacuerdo-sobre-propuesta-migratoria/QLX7M6JLY5AZ5EPZVOCMPFRR6Y/";"Mundo ";"Un impulso del partido conservador VVD del premier Mark Rutte para limitar el flujo de solicitantes de asilo dividió a su coalición de gobierno conformada por cuatro bloques.";"https://www.latercera.com/resizer/EPxrBdpjugaLQpWDCpXmUmoJjGA=/375x250/smart/cloudfront-us-east-1.images.arcpublishing.com/copesa/LULZW4EIE3QPH7R3ZS66TABEWM.jpg";"Agencia Reuters";" 7 jul 2023 06:26 PM";"2023-07-09"
